institution_id,macro_category,count,institution_name
I142263535,Visual Programming & ML,1,University of Nottingham
I14243506,Social & Biomedical Analytics,1,Hong Kong Polytechnic University
I14243506,Visual Programming & ML,1,Hong Kong Polytechnic University
I142476485,Graph Visualization & Text Mining,1,École Polytechnique
I142606810,Geospatial & Seismic Vis,1,Pacific Northwest National Laboratory
I142606810,Graph Visualization & Text Mining,10,Pacific Northwest National Laboratory
I142606810,High-Dimensional Data Analysis,6,Pacific Northwest National Laboratory
I142606810,Imaging & Display Technology,2,Pacific Northwest National Laboratory
I142606810,Molecular Simulation,1,Pacific Northwest National Laboratory
I142606810,Perception & Uncertainty Vis,2,Pacific Northwest National Laboratory
I142606810,Social & Biomedical Analytics,3,Pacific Northwest National Laboratory
I142606810,Topological Data Analysis,1,Pacific Northwest National Laboratory
I142606810,Visual Programming & ML,1,Pacific Northwest National Laboratory
I142606810,Volume Rendering & Immersive Tech,4,Pacific Northwest National Laboratory
I143288331,Graph Visualization & Text Mining,2,Hasso Plattner Institute
I143288331,Volume Rendering & Immersive Tech,1,Hasso Plattner Institute
I143302722,Imaging & Display Technology,2,University of Kentucky
I143302722,Topological Data Analysis,2,University of Kentucky
I143379178,Geospatial & Seismic Vis,1,FZI Research Center for Information Technology
I143663144,Graph Visualization & Text Mining,1,Research Institute for Advanced Computer Science
I143804889,Perception & Uncertainty Vis,1,Loughborough University
I143804889,Volume Rendering & Immersive Tech,1,Loughborough University
I143910747,Imaging & Display Technology,1,TH Bingen University of Applied Sciences
I143910747,Volume Rendering & Immersive Tech,1,TH Bingen University of Applied Sciences
I144889574,Volume Rendering & Immersive Tech,1,Université de Pau et des Pays de l'Adour
I145311948,Graph Visualization & Text Mining,1,Johns Hopkins University
I145311948,High-Dimensional Data Analysis,1,Johns Hopkins University
I145311948,Visual Programming & ML,2,Johns Hopkins University
I145311948,Volume Rendering & Immersive Tech,8,Johns Hopkins University
I145581781,Graph Visualization & Text Mining,1,Chongqing Technology and Business University
I145847075,Causality & Temporal Analysis,1,TU Wien
I145847075,Geospatial & Seismic Vis,3,TU Wien
I145847075,Graph Visualization & Text Mining,5,TU Wien
I145847075,High-Dimensional Data Analysis,12,TU Wien
I145847075,Imaging & Display Technology,5,TU Wien
I145847075,Molecular Simulation,6,TU Wien
I145847075,Network Security & Anomaltic,2,TU Wien
I145847075,Perception & Uncertainty Vis,2,TU Wien
I145847075,Social & Biomedical Analytics,4,TU Wien
I145847075,Topological Data Analysis,1,TU Wien
I145847075,Visual Programming & ML,9,TU Wien
I145847075,Volume Rendering & Immersive Tech,47,TU Wien
I145872427,Volume Rendering & Immersive Tech,2,Radboud University Nijmegen
I145894827,Visual Programming & ML,1,Indian Institute of Technology Kharagpur
I146094533,Imaging & Display Technology,1,Mitsubishi Corporation (United States)
I146399215,Volume Rendering & Immersive Tech,1,University of Tsukuba
I146416000,Network Security & Anomaltic,1,University of Kansas
I147554453,Volume Rendering & Immersive Tech,1,University of Bedfordshire
I148283060,Causality & Temporal Analysis,1,Lawrence Berkeley National Laboratory
I148283060,Geospatial & Seismic Vis,1,Lawrence Berkeley National Laboratory
I148283060,Graph Visualization & Text Mining,2,Lawrence Berkeley National Laboratory
I148283060,High-Dimensional Data Analysis,1,Lawrence Berkeley National Laboratory
I148283060,Imaging & Display Technology,1,Lawrence Berkeley National Laboratory
I148283060,Molecular Simulation,1,Lawrence Berkeley National Laboratory
I148283060,Network Security & Anomaltic,1,Lawrence Berkeley National Laboratory
I148283060,Topological Data Analysis,5,Lawrence Berkeley National Laboratory
I148283060,Volume Rendering & Immersive Tech,2,Lawrence Berkeley National Laboratory
I148366613,Graph Visualization & Text Mining,1,National Yang Ming Chiao Tung University
I148366613,Visual Programming & ML,1,National Yang Ming Chiao Tung University
I148751991,Volume Rendering & Immersive Tech,1,Sogang University
I149768937,High-Dimensional Data Analysis,1,University of Namur
I149899117,Graph Visualization & Text Mining,1,Max Planck Society
I149899117,High-Dimensional Data Analysis,4,Max Planck Society
I149899117,Imaging & Display Technology,1,Max Planck Society
I149899117,Topological Data Analysis,1,Max Planck Society
I149899117,Visual Programming & ML,1,Max Planck Society
I149899117,Volume Rendering & Immersive Tech,5,Max Planck Society
I149910238,Graph Visualization & Text Mining,1,Kent State University
I149910238,Social & Biomedical Analytics,1,Kent State University
I149910238,Visual Programming & ML,6,Kent State University
I149910238,Volume Rendering & Immersive Tech,1,Kent State University
I150209017,Geospatial & Seismic Vis,1,Scripps Institution of Oceanography
I150209017,High-Dimensional Data Analysis,1,Scripps Institution of Oceanography
I150229711,Visual Programming & ML,1,University of Electronic Science and Technology of China
I150468666,Graph Visualization & Text Mining,1,Emory University
I150468666,Perception & Uncertainty Vis,2,Emory University
I150468666,Social & Biomedical Analytics,1,Emory University
I150468666,Volume Rendering & Immersive Tech,1,Emory University
I150569930,Visual Programming & ML,1,Bayer (United States)
I15057530,Graph Visualization & Text Mining,3,Université de Bordeaux
I15057530,High-Dimensional Data Analysis,1,Université de Bordeaux
I15057530,Volume Rendering & Immersive Tech,2,Université de Bordeaux
I150653062,Graph Visualization & Text Mining,1,Magna International (Germany)
I150693791,Volume Rendering & Immersive Tech,1,Mount Holyoke College
I151201029,Volume Rendering & Immersive Tech,1,Consejo Nacional de Investigaciones Científicas y Técnicas
I151727225,Visual Programming & ML,1,Harbin Engineering University
I151746483,Graph Visualization & Text Mining,4,University of Waterloo
I151746483,High-Dimensional Data Analysis,1,University of Waterloo
I151746483,Perception & Uncertainty Vis,1,University of Waterloo
I151746483,Visual Programming & ML,1,University of Waterloo
I151746483,Volume Rendering & Immersive Tech,3,University of Waterloo
I15196421,Graph Visualization & Text Mining,1,University of Applied Sciences and Arts of Southern Switzerland
I15196421,Imaging & Display Technology,1,University of Applied Sciences and Arts of Southern Switzerland
I15196421,Volume Rendering & Immersive Tech,1,University of Applied Sciences and Arts of Southern Switzerland
I153267046,Geospatial & Seismic Vis,5,University of Kaiserslautern
I153267046,Graph Visualization & Text Mining,4,University of Kaiserslautern
I153267046,High-Dimensional Data Analysis,3,University of Kaiserslautern
I153267046,Perception & Uncertainty Vis,1,University of Kaiserslautern
I153267046,Topological Data Analysis,6,University of Kaiserslautern
I153267046,Visual Programming & ML,2,University of Kaiserslautern
I153267046,Volume Rendering & Immersive Tech,25,University of Kaiserslautern
I153327471,Causality & Temporal Analysis,1,Bunkyo University
I153512688,High-Dimensional Data Analysis,1,National Taiwan Ocean University
I153512688,Visual Programming & ML,1,National Taiwan Ocean University
I153648349,Visual Programming & ML,1,University of Leicester
I153845743,Volume Rendering & Immersive Tech,1,Moscow Institute of Physics and Technology
I153908563,Visual Programming & ML,1,Nortel (Canada)
I154099455,Graph Visualization & Text Mining,6,Shandong University
I154099455,High-Dimensional Data Analysis,9,Shandong University
I154099455,Imaging & Display Technology,2,Shandong University
I154099455,Perception & Uncertainty Vis,2,Shandong University
I154099455,Visual Programming & ML,1,Shandong University
I154099455,Volume Rendering & Immersive Tech,2,Shandong University
I154130895,Perception & Uncertainty Vis,1,University of Auckland
I154130895,Volume Rendering & Immersive Tech,3,University of Auckland
I154338468,Network Security & Anomaltic,1,University of Fribourg
I154425047,Graph Visualization & Text Mining,1,University of Alberta
I154570441,Graph Visualization & Text Mining,1,"University of California, Santa Barbara"
I154570441,Social & Biomedical Analytics,4,"University of California, Santa Barbara"
I154570441,Visual Programming & ML,4,"University of California, Santa Barbara"
I154986956,High-Dimensional Data Analysis,2,European Centre for Medium-Range Weather Forecasts
I155093810,Social & Biomedical Analytics,1,University of Idaho
I155093810,Volume Rendering & Immersive Tech,1,University of Idaho
I155173764,Graph Visualization & Text Mining,2,Rochester Institute of Technology
I155173764,Visual Programming & ML,1,Rochester Institute of Technology
I155173764,Volume Rendering & Immersive Tech,1,Rochester Institute of Technology
I155781252,Visual Programming & ML,2,University of South Carolina
I156087764,Imaging & Display Technology,1,"University of California, Merced"
I156087764,Perception & Uncertainty Vis,2,"University of California, Merced"
I156087764,Volume Rendering & Immersive Tech,1,"University of California, Merced"
I157485424,Social & Biomedical Analytics,2,Korea Advanced Institute of Science and Technology
I157485424,Visual Programming & ML,2,Korea Advanced Institute of Science and Technology
I157485424,Volume Rendering & Immersive Tech,1,Korea Advanced Institute of Science and Technology
I157556583,Topological Data Analysis,2,Institute of Science and Technology Austria
I15766117,High-Dimensional Data Analysis,1,University of Graz
I157725225,Geospatial & Seismic Vis,1,University of Illinois Urbana-Champaign
I157725225,Graph Visualization & Text Mining,5,University of Illinois Urbana-Champaign
I157725225,High-Dimensional Data Analysis,1,University of Illinois Urbana-Champaign
I157725225,Imaging & Display Technology,1,University of Illinois Urbana-Champaign
I157725225,Molecular Simulation,1,University of Illinois Urbana-Champaign
I157725225,Perception & Uncertainty Vis,2,University of Illinois Urbana-Champaign
I157725225,Visual Programming & ML,8,University of Illinois Urbana-Champaign
I157725225,Volume Rendering & Immersive Tech,9,University of Illinois Urbana-Champaign
I157773358,High-Dimensional Data Analysis,1,Sun Yat-sen University
I157773358,Visual Programming & ML,1,Sun Yat-sen University
I157773358,Volume Rendering & Immersive Tech,2,Sun Yat-sen University
I158842170,Visual Programming & ML,2,Chongqing University
I159176309,Volume Rendering & Immersive Tech,2,Universität Hamburg
I16038530,Volume Rendering & Immersive Tech,1,Aberystwyth University
I161046081,Volume Rendering & Immersive Tech,1,University of Freiburg
I161057412,Geospatial & Seismic Vis,1,University of New Hampshire
I161057412,Graph Visualization & Text Mining,1,University of New Hampshire
I161057412,High-Dimensional Data Analysis,1,University of New Hampshire
I161057412,Imaging & Display Technology,4,University of New Hampshire
I161057412,Perception & Uncertainty Vis,1,University of New Hampshire
I161057412,Visual Programming & ML,4,University of New Hampshire
I161057412,Volume Rendering & Immersive Tech,2,University of New Hampshire
I161127581,High-Dimensional Data Analysis,1,Universidade Federal Fluminense
I161127581,Visual Programming & ML,5,Universidade Federal Fluminense
I161171246,Visual Programming & ML,1,West Chester University
I161318765,Perception & Uncertainty Vis,1,"University of California, Los Angeles"
I161548249,Graph Visualization & Text Mining,1,Bangor University
I161548249,High-Dimensional Data Analysis,1,Bangor University
I161548249,Visual Programming & ML,1,Bangor University
I161548249,Volume Rendering & Immersive Tech,6,Bangor University
I162577319,High-Dimensional Data Analysis,1,The University of Texas at Dallas
I162646704,Imaging & Display Technology,1,Dowling College
I162714631,Causality & Temporal Analysis,1,George Mason University
I162714631,Social & Biomedical Analytics,1,George Mason University
I162714631,Volume Rendering & Immersive Tech,1,George Mason University
I16285277,Volume Rendering & Immersive Tech,1,William & Mary
I162868743,Graph Visualization & Text Mining,2,Tianjin University
I162868743,High-Dimensional Data Analysis,2,Tianjin University
I162868743,Imaging & Display Technology,1,Tianjin University
I162868743,Social & Biomedical Analytics,1,Tianjin University
I162868743,Visual Programming & ML,3,Tianjin University
I162868743,Volume Rendering & Immersive Tech,2,Tianjin University
I16391192,Graph Visualization & Text Mining,1,Tel Aviv University
I16391192,High-Dimensional Data Analysis,3,Tel Aviv University
I16391192,Volume Rendering & Immersive Tech,7,Tel Aviv University
I164389053,Social & Biomedical Analytics,1,Fordham University
I164956901,Graph Visualization & Text Mining,2,Visa (United Kingdom)
I164956901,Social & Biomedical Analytics,1,Visa (United Kingdom)
I164956901,Visual Programming & ML,3,Visa (United Kingdom)
I165102784,Volume Rendering & Immersive Tech,1,Duquesne University
I165143802,Volume Rendering & Immersive Tech,1,University of Queensland
I165368041,Social & Biomedical Analytics,1,University of Iceland
I165390105,Visual Programming & ML,1,University of South Africa
I165525304,Imaging & Display Technology,1,Edge Hill University
I165690674,Geospatial & Seismic Vis,1,Oregon Health & Science University
I165733156,Volume Rendering & Immersive Tech,1,University of Georgia
I165779595,Graph Visualization & Text Mining,2,University of Melbourne
I165779595,Visual Programming & ML,1,University of Melbourne
I165779595,Volume Rendering & Immersive Tech,1,University of Melbourne
I165799507,Visual Programming & ML,1,Rensselaer Polytechnic Institute
I165799507,Volume Rendering & Immersive Tech,2,Rensselaer Polytechnic Institute
I165932596,Graph Visualization & Text Mining,1,National University of Singapore
I165932596,High-Dimensional Data Analysis,1,National University of Singapore
I165932596,Visual Programming & ML,1,National University of Singapore
I165932596,Volume Rendering & Immersive Tech,5,National University of Singapore
I166416128,Visual Programming & ML,1,DEVCOM Army Research Laboratory
I166416128,Volume Rendering & Immersive Tech,1,DEVCOM Army Research Laboratory
I166825849,Graph Visualization & Text Mining,1,Tampere University
I167576493,Volume Rendering & Immersive Tech,2,Colorado School of Mines
I16835326,Graph Visualization & Text Mining,2,University of St Andrews
I16835326,Volume Rendering & Immersive Tech,2,University of St Andrews
I168635309,Graph Visualization & Text Mining,11,University of Calgary
I168635309,High-Dimensional Data Analysis,3,University of Calgary
I168635309,Social & Biomedical Analytics,4,University of Calgary
I168635309,Visual Programming & ML,6,University of Calgary
I168635309,Volume Rendering & Immersive Tech,10,University of Calgary
I168719708,Causality & Temporal Analysis,1,City University of Hong Kong
I168719708,Social & Biomedical Analytics,2,City University of Hong Kong
I168719708,Visual Programming & ML,1,City University of Hong Kong
I168864056,Volume Rendering & Immersive Tech,1,Bilkent University
I169086405,Imaging & Display Technology,1,Winthrop University
I169173203,Molecular Simulation,1,Délégation Paris 7
I169381384,Graph Visualization & Text Mining,6,University of Groningen
I169381384,High-Dimensional Data Analysis,3,University of Groningen
I169381384,Perception & Uncertainty Vis,2,University of Groningen
I169381384,Visual Programming & ML,2,University of Groningen
I169381384,Volume Rendering & Immersive Tech,6,University of Groningen
I169521973,Graph Visualization & Text Mining,2,University of New Mexico
I169521973,Network Security & Anomaltic,1,University of New Mexico
I169521973,Topological Data Analysis,1,University of New Mexico
I169521973,Visual Programming & ML,2,University of New Mexico
I169521973,Volume Rendering & Immersive Tech,2,University of New Mexico
I170201317,Causality & Temporal Analysis,2,University of Pittsburgh
I170201317,Graph Visualization & Text Mining,2,University of Pittsburgh
I170201317,High-Dimensional Data Analysis,1,University of Pittsburgh
I170201317,Network Security & Anomaltic,1,University of Pittsburgh
I170201317,Social & Biomedical Analytics,1,University of Pittsburgh
I170215575,Graph Visualization & Text Mining,1,National University of Defense Technology
I170239107,Volume Rendering & Immersive Tech,2,University of South Australia
I170658231,Graph Visualization & Text Mining,1,Osnabrück University
I170658231,Visual Programming & ML,1,Osnabrück University
I170897317,High-Dimensional Data Analysis,1,Duke University
I170897317,Social & Biomedical Analytics,1,Duke University
I170897317,Topological Data Analysis,2,Duke University
I170897317,Volume Rendering & Immersive Tech,1,Duke University
I17145004,High-Dimensional Data Analysis,1,Northwestern Polytechnical University
I172675005,Graph Visualization & Text Mining,3,Nanyang Technological University
I172675005,Molecular Simulation,1,Nanyang Technological University
I172675005,Social & Biomedical Analytics,2,Nanyang Technological University
I172675005,Topological Data Analysis,1,Nanyang Technological University
I172675005,Visual Programming & ML,1,Nanyang Technological University
I172675005,Volume Rendering & Immersive Tech,1,Nanyang Technological University
I172901346,Graph Visualization & Text Mining,1,St Petersburg University
I17301866,Visual Programming & ML,1,University of Alabama
I173498003,Graph Visualization & Text Mining,4,Palo Alto Research Center
I173498003,Imaging & Display Technology,1,Palo Alto Research Center
I173498003,Network Security & Anomaltic,1,Palo Alto Research Center
I173498003,Perception & Uncertainty Vis,1,Palo Alto Research Center
I173498003,Social & Biomedical Analytics,2,Palo Alto Research Center
I173498003,Visual Programming & ML,2,Palo Alto Research Center
I173498003,Volume Rendering & Immersive Tech,2,Palo Alto Research Center
I173759888,Visual Programming & ML,1,Hunan Normal University
I173911158,Graph Visualization & Text Mining,1,Iowa State University
I173911158,Perception & Uncertainty Vis,3,Iowa State University
I173911158,Topological Data Analysis,1,Iowa State University
I173911158,Volume Rendering & Immersive Tech,3,Iowa State University
I174183983,Topological Data Analysis,1,Maria Curie-Skłodowska University
I174216632,Visual Programming & ML,1,City University of New York
I174306211,Graph Visualization & Text Mining,2,Technion – Israel Institute of Technology
I174306211,Visual Programming & ML,1,Technion – Israel Institute of Technology
I174306211,Volume Rendering & Immersive Tech,4,Technion – Israel Institute of Technology
I175594653,High-Dimensional Data Analysis,5,John Brown University
I175594653,Imaging & Display Technology,2,John Brown University
I175594653,Network Security & Anomaltic,1,John Brown University
I175594653,Social & Biomedical Analytics,1,John Brown University
I175594653,Visual Programming & ML,3,John Brown University
I175594653,Volume Rendering & Immersive Tech,8,John Brown University
I176113532,Imaging & Display Technology,1,Gettysburg College
I176453806,Graph Visualization & Text Mining,2,University of Potsdam
I176453806,High-Dimensional Data Analysis,1,University of Potsdam
I176453806,Network Security & Anomaltic,1,University of Potsdam
I176453806,Volume Rendering & Immersive Tech,2,University of Potsdam
I17653759,High-Dimensional Data Analysis,1,Fund for Scientific Research
I177328695,Topological Data Analysis,1,Union College
I17747738,Causality & Temporal Analysis,1,Beijing University of Chinese Medicine
I177483745,Volume Rendering & Immersive Tech,1,Université Joseph Fourier
I177605424,Causality & Temporal Analysis,1,Amherst College
I177725633,Geospatial & Seismic Vis,1,Chinese University of Hong Kong
I177725633,Graph Visualization & Text Mining,3,Chinese University of Hong Kong
I177725633,High-Dimensional Data Analysis,3,Chinese University of Hong Kong
I177725633,Imaging & Display Technology,1,Chinese University of Hong Kong
I177725633,Visual Programming & ML,2,Chinese University of Hong Kong
I177725633,Volume Rendering & Immersive Tech,2,Chinese University of Hong Kong
I177802217,Visual Programming & ML,1,University of Mannheim
I177802217,Volume Rendering & Immersive Tech,1,University of Mannheim
I177909021,Graph Visualization & Text Mining,1,Universidade Federal de São Carlos
I177909021,High-Dimensional Data Analysis,1,Universidade Federal de São Carlos
I177969490,Graph Visualization & Text Mining,1,University of Southern Denmark
I179026463,High-Dimensional Data Analysis,1,Beijing Technology and Business University
I179026463,Network Security & Anomaltic,1,Beijing Technology and Business University
I179093154,Graph Visualization & Text Mining,1,University of New Hampshire at Manchester
I179093154,Imaging & Display Technology,2,University of New Hampshire at Manchester
I179093154,Visual Programming & ML,2,University of New Hampshire at Manchester
I179093154,Volume Rendering & Immersive Tech,1,University of New Hampshire at Manchester
I179225836,Graph Visualization & Text Mining,1,University of Augsburg
I179225836,High-Dimensional Data Analysis,1,University of Augsburg
I17974374,Graph Visualization & Text Mining,4,Universidade de São Paulo
I17974374,High-Dimensional Data Analysis,5,Universidade de São Paulo
I17974374,Topological Data Analysis,1,Universidade de São Paulo
I17974374,Visual Programming & ML,1,Universidade de São Paulo
I17974374,Volume Rendering & Immersive Tech,3,Universidade de São Paulo
I179863766,Volume Rendering & Immersive Tech,1,Western Norway University of Applied Sciences
I18014758,Causality & Temporal Analysis,3,Simon Fraser University
I18014758,Graph Visualization & Text Mining,6,Simon Fraser University
I18014758,High-Dimensional Data Analysis,4,Simon Fraser University
I18014758,Imaging & Display Technology,5,Simon Fraser University
I18014758,Molecular Simulation,1,Simon Fraser University
I18014758,Perception & Uncertainty Vis,2,Simon Fraser University
I18014758,Social & Biomedical Analytics,2,Simon Fraser University
I18014758,Visual Programming & ML,2,Simon Fraser University
I18014758,Volume Rendering & Immersive Tech,21,Simon Fraser University
I180437899,Imaging & Display Technology,1,University of Bremen
I180437899,Volume Rendering & Immersive Tech,3,University of Bremen
I180670191,Graph Visualization & Text Mining,1,"University of California, San Francisco"
I180726961,Causality & Temporal Analysis,1,Shenzhen University
I180726961,Graph Visualization & Text Mining,1,Shenzhen University
I180726961,High-Dimensional Data Analysis,2,Shenzhen University
I180726961,Imaging & Display Technology,1,Shenzhen University
I180726961,Perception & Uncertainty Vis,1,Shenzhen University
I180726961,Social & Biomedical Analytics,2,Shenzhen University
I180726961,Visual Programming & ML,2,Shenzhen University
I180825142,Graph Visualization & Text Mining,8,"City, University of London"
I180825142,High-Dimensional Data Analysis,2,"City, University of London"
I180825142,Perception & Uncertainty Vis,1,"City, University of London"
I180825142,Social & Biomedical Analytics,2,"City, University of London"
I180825142,Visual Programming & ML,13,"City, University of London"
I180825142,Volume Rendering & Immersive Tech,5,"City, University of London"
I180923762,Graph Visualization & Text Mining,1,University of Cologne
I180923762,High-Dimensional Data Analysis,1,University of Cologne
I180923762,Perception & Uncertainty Vis,1,University of Cologne
I180923762,Volume Rendering & Immersive Tech,1,University of Cologne
I180949307,Social & Biomedical Analytics,1,Illinois Institute of Technology
I180980256,Molecular Simulation,1,Waters (United States)
I181233156,High-Dimensional Data Analysis,1,University of Oregon
I181369854,High-Dimensional Data Analysis,3,Friedrich-Alexander-Universität Erlangen-Nürnberg
I181369854,Visual Programming & ML,1,Friedrich-Alexander-Universität Erlangen-Nürnberg
I181369854,Volume Rendering & Immersive Tech,11,Friedrich-Alexander-Universität Erlangen-Nürnberg
I181391015,High-Dimensional Data Analysis,1,Universidade Estadual de Campinas (UNICAMP)
I181391015,Topological Data Analysis,1,Universidade Estadual de Campinas (UNICAMP)
I181391015,Visual Programming & ML,1,Universidade Estadual de Campinas (UNICAMP)
I181653535,Causality & Temporal Analysis,1,San Diego Supercomputer Center
I181653535,Geospatial & Seismic Vis,2,San Diego Supercomputer Center
I181653535,High-Dimensional Data Analysis,1,San Diego Supercomputer Center
I181653535,Imaging & Display Technology,1,San Diego Supercomputer Center
I181653535,Network Security & Anomaltic,1,San Diego Supercomputer Center
I181653535,Visual Programming & ML,2,San Diego Supercomputer Center
I181653535,Volume Rendering & Immersive Tech,3,San Diego Supercomputer Center
I182083151,High-Dimensional Data Analysis,2,Universidad Rey Juan Carlos
I182627622,Molecular Simulation,1,Université Sorbonne Nouvelle
I182712176,Perception & Uncertainty Vis,1,Montanuniversität Leoben
I18283598,High-Dimensional Data Analysis,1,Wheeling Jesuit University
I183067930,Graph Visualization & Text Mining,1,Shanghai Jiao Tong University
I183067930,Social & Biomedical Analytics,1,Shanghai Jiao Tong University
I183067930,Volume Rendering & Immersive Tech,1,Shanghai Jiao Tong University
I183874917,Volume Rendering & Immersive Tech,1,Urbana University
I183935753,Geospatial & Seismic Vis,1,King's College London
I183935753,Graph Visualization & Text Mining,1,King's College London
I183935753,Perception & Uncertainty Vis,1,King's College London
I183935753,Volume Rendering & Immersive Tech,3,King's College London
I184565670,Graph Visualization & Text Mining,1,Georgetown University
I184597095,Social & Biomedical Analytics,2,National Institute of Informatics
I184842277,Imaging & Display Technology,1,Maharishi International University
I184999862,High-Dimensional Data Analysis,1,Universidad de Salamanca
I1850255,Visual Programming & ML,1,University of Basel
I185103710,Causality & Temporal Analysis,1,"University of California, Santa Cruz"
I185103710,Geospatial & Seismic Vis,1,"University of California, Santa Cruz"
I185103710,Graph Visualization & Text Mining,4,"University of California, Santa Cruz"
I185103710,High-Dimensional Data Analysis,2,"University of California, Santa Cruz"
I185103710,Imaging & Display Technology,2,"University of California, Santa Cruz"
I185103710,Molecular Simulation,2,"University of California, Santa Cruz"
I185103710,Perception & Uncertainty Vis,7,"University of California, Santa Cruz"
I185103710,Topological Data Analysis,1,"University of California, Santa Cruz"
I185103710,Volume Rendering & Immersive Tech,9,"University of California, Santa Cruz"
I185261750,Graph Visualization & Text Mining,14,University of Toronto
I185261750,High-Dimensional Data Analysis,2,University of Toronto
I185261750,Perception & Uncertainty Vis,2,University of Toronto
I185261750,Social & Biomedical Analytics,5,University of Toronto
I185261750,Visual Programming & ML,2,University of Toronto
I185261750,Volume Rendering & Immersive Tech,6,University of Toronto
I185443292,Causality & Temporal Analysis,1,Wayne State University
I185443292,Graph Visualization & Text Mining,2,Wayne State University
I185443292,High-Dimensional Data Analysis,3,Wayne State University
I185443292,Imaging & Display Technology,1,Wayne State University
I185443292,Perception & Uncertainty Vis,2,Wayne State University
I185443292,Visual Programming & ML,2,Wayne State University
I185658715,Graph Visualization & Text Mining,1,Universities UK
I185658715,Volume Rendering & Immersive Tech,1,Universities UK
I186274478,Volume Rendering & Immersive Tech,1,United States Coast Guard Academy
I18850439,Graph Visualization & Text Mining,1,Capgemini (Netherlands)
I188538660,Graph Visualization & Text Mining,2,University of Colorado Boulder
I188538660,Imaging & Display Technology,3,University of Colorado Boulder
I188538660,Perception & Uncertainty Vis,2,University of Colorado Boulder
I188538660,Social & Biomedical Analytics,2,University of Colorado Boulder
I188538660,Visual Programming & ML,1,University of Colorado Boulder
I188538660,Volume Rendering & Immersive Tech,7,University of Colorado Boulder
I189158971,Causality & Temporal Analysis,1,United States Naval Academy
I189196454,Volume Rendering & Immersive Tech,1,The University of Texas at Arlington
I189712700,Causality & Temporal Analysis,2,University of Konstanz
I189712700,Graph Visualization & Text Mining,29,University of Konstanz
I189712700,High-Dimensional Data Analysis,18,University of Konstanz
I189712700,Imaging & Display Technology,5,University of Konstanz
I189712700,Network Security & Anomaltic,5,University of Konstanz
I189712700,Perception & Uncertainty Vis,6,University of Konstanz
I189712700,Social & Biomedical Analytics,4,University of Konstanz
I189712700,Visual Programming & ML,7,University of Konstanz
I189712700,Volume Rendering & Immersive Tech,6,University of Konstanz
I190082696,Causality & Temporal Analysis,1,Durham University
I190082696,Graph Visualization & Text Mining,1,Durham University
I190249584,Volume Rendering & Immersive Tech,1,Universität Innsbruck
I1902872,Volume Rendering & Immersive Tech,1,EURECOM
I190397597,Imaging & Display Technology,1,University of Urbino
I191208505,Visual Programming & ML,1,Xiamen University
I191240316,Geospatial & Seismic Vis,3,University of Hull
I191240316,Visual Programming & ML,1,University of Hull
I192396691,Visual Programming & ML,1,University of New Orleans
I192454743,Graph Visualization & Text Mining,2,Sandia National Laboratories California
I192454743,High-Dimensional Data Analysis,1,Sandia National Laboratories California
I192454743,Volume Rendering & Immersive Tech,2,Sandia National Laboratories California
I192455969,Visual Programming & ML,1,York University
I193531525,Graph Visualization & Text Mining,2,George Washington University
I193531525,Visual Programming & ML,1,George Washington University
I193619901,Graph Visualization & Text Mining,1,Constructor University
I193619901,Volume Rendering & Immersive Tech,2,Constructor University
I193662353,Causality & Temporal Analysis,2,Utrecht University
I193662353,Graph Visualization & Text Mining,1,Utrecht University
I193662353,High-Dimensional Data Analysis,1,Utrecht University
I193662353,Volume Rendering & Immersive Tech,1,Utrecht University
I19370010,Visual Programming & ML,1,Orange (France)
I193775966,Perception & Uncertainty Vis,1,Yonsei University
I193775966,Volume Rendering & Immersive Tech,1,Yonsei University
I194028371,Graph Visualization & Text Mining,1,University of Regina
I194028371,Imaging & Display Technology,1,University of Regina
I194028371,Perception & Uncertainty Vis,1,University of Regina
I194028371,Volume Rendering & Immersive Tech,1,University of Regina
I194629146,Graph Visualization & Text Mining,1,School of the Art Institute of Chicago
I195525897,Imaging & Display Technology,1,Research Institute of Molecular Pathology
I195575238,Graph Visualization & Text Mining,1,Middlebury College
I195575238,Imaging & Display Technology,1,Middlebury College
I195893171,Graph Visualization & Text Mining,2,Zuse Institute Berlin
I195893171,High-Dimensional Data Analysis,1,Zuse Institute Berlin
I195893171,Imaging & Display Technology,1,Zuse Institute Berlin
I195893171,Molecular Simulation,4,Zuse Institute Berlin
I195893171,Topological Data Analysis,1,Zuse Institute Berlin
I195893171,Visual Programming & ML,2,Zuse Institute Berlin
I195893171,Volume Rendering & Immersive Tech,12,Zuse Institute Berlin
I196349391,Molecular Simulation,2,Universität Ulm
I196349391,Volume Rendering & Immersive Tech,1,Universität Ulm
I19648265,Volume Rendering & Immersive Tech,1,Wright State University
I19700959,Volume Rendering & Immersive Tech,1,Florida International University
I197251160,Imaging & Display Technology,1,Hebrew University of Jerusalem
I197251160,Volume Rendering & Immersive Tech,3,Hebrew University of Jerusalem
I197323543,High-Dimensional Data Analysis,1,Johannes Gutenberg University Mainz
I197323543,Volume Rendering & Immersive Tech,1,Johannes Gutenberg University Mainz
I197347611,Graph Visualization & Text Mining,2,Korea University
I197347611,High-Dimensional Data Analysis,1,Korea University
I197347611,Visual Programming & ML,1,Korea University
I197347611,Volume Rendering & Immersive Tech,1,Korea University
I19772626,Imaging & Display Technology,1,Yeshiva University
