author_id,institution_id,n_papers_with_inst,display_name,ror,country_code,city,region,latitude,longitude,geo_cluster
A5067708245,I55732556,3,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5067716657,I4210119109,1,Indiana University Bloomington,https://ror.org/02k40bc56,US,Bloomington,,39.16532897949219,-86.5263900756836,1
A5067722075,I192455969,1,York University,https://ror.org/05fq50484,CA,Toronto,,43.70642852783203,-79.39864349365234,1
A5067734926,I153267046,1,University of Kaiserslautern,https://ror.org/04zrf7b53,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5067735317,I8606887,1,Grand Valley State University,https://ror.org/001m1hv61,US,Allendale,,42.97225189208984,-85.95365142822266,1
A5067753398,I4210141176,2,Communication University of Zhejiang,https://ror.org/04t7gxr16,CN,Hangzhou,,30.319913864135746,120.34066009521484,8
A5067755451,I40120149,1,University of Oxford,https://ror.org/052gg0110,GB,Oxford,,51.752220153808594,-1.2559599876403809,6
A5067791733,I26120043,3,Ochanomizu University,https://ror.org/03599d813,JP,Tokyo,,35.68949890136719,139.69171142578125,33
A5067806552,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5067806910,I4210160384,1,Institute of Biomedical Science,https://ror.org/05t77d857,GB,London,,51.523826599121094,-0.1103150025010109,6
A5067811410,I2948663404,1,Boston Scientific (United States),https://ror.org/0385es521,US,Marlborough,Massachusetts,42.36115264892578,-71.56156158447266,1
A5067812040,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5067830242,I21449261,3,Masaryk University,https://ror.org/02j46qs45,CZ,Brno,,49.195220947265625,16.607959747314453,6
A5067833205,I62318514,1,University of Duisburg-Essen,https://ror.org/04mz5ra38,DE,Essen,,51.45656967163086,7.012279987335205,6
A5067836089,I19648265,1,Wright State University,https://ror.org/04qk6pt94,US,Dayton,,39.75894927978515,-84.19161224365234,1
A5067850699,I79510175,1,Cardiff University,https://ror.org/03kk7td41,GB,Cardiff,,51.47999954223633,-3.180000066757202,6
A5067858887,I24603500,9,University of Massachusetts Amherst,https://ror.org/0072zz521,US,Amherst Center,,42.375370025634766,-72.51924896240234,1
A5067871964,I55732556,1,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5067876179,I4210153694,1,Rho (United States),https://ror.org/049ba1e57,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5067894471,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5067898673,I859038795,1,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5067921828,I55732556,1,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5067948188,I175594653,1,John Brown University,https://ror.org/02ct41q97,US,Siloam Springs,Arkansas,36.189998626708984,-94.55860900878906,37
A5067957455,I1902872,1,EURECOM,https://ror.org/00sse7z02,FR,Valbonne,,43.63291931152344,6.999110221862793,6
A5067970551,I44896327,1,Mitre (United States),https://ror.org/03ks2a131,US,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,1
A5067973188,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5068008545,I111979921,7,Northwestern University,https://ror.org/000e0be47,US,Evanston,,42.041141510009766,-87.6900634765625,1
A5068010140,I16391192,1,Tel Aviv University,https://ror.org/04mhzgx49,IL,Tel Aviv,,32.11338806152344,34.802154541015625,26
A5068043486,I157725225,3,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5068067418,I91136226,1,University of Sheffield,https://ror.org/05krs5044,GB,Sheffield,,53.38296890258789,-1.46589994430542,6
A5068076769,I62916508,3,Technical University of Munich,https://ror.org/02kkvpp62,DE,Munich,,48.137428283691406,11.57548999786377,6
A5068085968,I97018004,1,Stanford University,https://ror.org/00f54p054,US,Stanford,,37.424110412597656,-122.16607666015624,9
A5068088058,I202697423,1,University of Zurich,https://ror.org/02crff812,CH,Zurich,,47.366668701171875,8.550000190734863,6
A5068097374,I1326498283,1,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,FR,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,14
A5068100112,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5068115280,I44896327,1,Mitre (United States),https://ror.org/03ks2a131,US,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,1
A5068128247,I1324840837,2,Hewlett-Packard (United States),https://ror.org/059rn9488,US,Palo Alto,California,37.41238021850586,-122.1487274169922,9
A5068157871,I107639228,1,University of Notre Dame,https://ror.org/00mkhxb43,US,Notre Dame,,41.700191497802734,-86.23793029785156,1
A5068161656,I859038795,2,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5068168522,I161548249,1,Bangor University,https://ror.org/006jb1a24,GB,Bangor,,53.22751998901367,-4.129360198974609,6
A5068182445,I219193219,1,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5068183954,I188538660,1,University of Colorado Boulder,https://ror.org/02ttsq026,US,Boulder,,40.014991760253906,-105.2705535888672,22
A5068184256,I1174212,1,University of Southern California,https://ror.org/03taz7m60,US,Los Angeles,,34.05223083496094,-118.24368286132812,11
A5068186796,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5068206659,I859038795,1,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5068233377,I135140700,1,University of Bonn,https://ror.org/041nas322,DE,Bonn,,50.734378814697266,7.095489978790283,6
A5068236602,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5068312712,I31746571,1,UNSW Sydney,https://ror.org/03r8z3t63,AU,Sydney,,-33.86785125732422,151.2073211669922,15
A5068325176,I1316958739,1,California Air Resources Board,https://ror.org/021h56y19,US,Sacramento,,38.58156967163086,-121.49440002441406,9
A5068340439,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5068342884,I175594653,1,John Brown University,https://ror.org/02ct41q97,US,Siloam Springs,Arkansas,36.189998626708984,-94.55860900878906,37
A5068349994,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5068352067,I145847075,1,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5068366580,I83019370,2,Eindhoven University of Technology,https://ror.org/02c2kyt77,NL,Eindhoven,,51.44083023071289,5.477779865264893,6
A5068367960,I191240316,2,University of Hull,https://ror.org/04nkhwh30,GB,Hull,,53.744598388671875,-0.3352499902248382,6
A5068372464,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5068373092,I5124864,2,École Polytechnique Fédérale de Lausanne,https://ror.org/02s376052,CH,Lausanne,,46.51599884033203,6.632820129394531,6
A5068397167,I195893171,1,Zuse Institute Berlin,https://ror.org/02eva5865,DE,Berlin,,52.52436828613281,13.410530090332031,6
A5068399763,I4210135397,1,Zentrum für Foren in der Grafischen Datenverarbeitung,https://ror.org/030chcw72,DE,Darmstadt,,49.87246322631836,8.6506929397583,6
A5068425605,I4210119109,2,Indiana University Bloomington,https://ror.org/02k40bc56,US,Bloomington,,39.16532897949219,-86.5263900756836,1
A5068438408,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5068438875,I1332737386,2,General Electric (United States),https://ror.org/013msgt25,US,Boston,,42.358428955078125,-71.05976867675781,1
A5068490260,I3045169105,1,Southern University of Science and Technology,https://ror.org/049tv2d57,CN,Shenzhen,,22.54553985595703,114.06829833984376,5
A5068502851,I4210163178,1,Alfred Health,https://ror.org/04scfb908,AU,Melbourne,Victoria,-37.84554290771485,144.98162841796875,12
A5068526974,I154099455,19,Shandong University,https://ror.org/0207yh398,CN,Jinan,,36.668331146240234,116.99722290039062,2
A5068562407,I66946132,1,"University of Maryland, College Park",https://ror.org/047s2c258,US,College Park,,38.98067092895508,-76.93692016601562,1
A5068628473,I157725225,1,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5068628707,I130238516,2,University of Minnesota,https://ror.org/017zqws13,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5068634259,I141945490,1,University of British Columbia,https://ror.org/03rmrcq20,CA,Vancouver,,49.24966049194336,-123.1193389892578,3
A5068638895,I2898391981,3,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),https://ror.org/04bwf3e34,DE,Cologne,,50.93333053588867,6.949999809265137,6
A5068640078,I91136226,1,University of Sheffield,https://ror.org/05krs5044,GB,Sheffield,,53.38296890258789,-1.46589994430542,6
A5068697849,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5068712059,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5068726823,I1343180700,1,Intel (United States),https://ror.org/01ek73717,US,Santa Clara,,37.35411071777344,-121.95523834228516,9
A5068728742,I223532165,2,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5068739413,I165390105,1,University of South Africa,https://ror.org/048cwvf49,ZA,Pretoria,,-25.768573760986328,28.201242446899418,-1
A5068745544,I44461941,1,University of Houston,https://ror.org/048sx0r50,US,Houston,,29.763280868530273,-95.36327362060548,35
A5068761590,I59553526,1,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5068784452,I592451,1,Indiana University,https://ror.org/01kg8sb98,US,Bloomington,,39.16532897949219,-86.5263900756836,1
A5068799512,I1290206253,9,Microsoft (United States),https://ror.org/00d0nc645,US,Redmond,,47.67398834228515,-122.12151336669922,3
A5068805525,I60488453,3,Middlesex University,https://ror.org/01rv4p989,GB,London,,51.50852966308594,-0.1257400065660476,6
A5068819751,I204722609,1,Queen's University,https://ror.org/02y72wh86,CA,Kingston,,44.229759216308594,-76.4809799194336,1
A5068843624,I148366613,1,National Yang Ming Chiao Tung University,https://ror.org/00se2k293,TW,Hsinchu,,24.80360984802246,120.96861267089844,51
A5068844098,I4210106470,1,Investor (Sweden),https://ror.org/011h26k47,SE,Stockholm,,59.33110809326172,18.074451446533203,6
A5068887217,I7597260,1,Hungarian Academy of Sciences,https://ror.org/02ks8qq67,HU,Budapest,,47.498348236083984,19.040449142456055,6
A5068887375,I887968799,1,RWTH Aachen University,https://ror.org/04xfq0f34,DE,Aachen,,50.776641845703125,6.0834197998046875,6
A5068901197,I148283060,1,Lawrence Berkeley National Laboratory,https://ror.org/02jbv0t02,US,Berkeley,,37.87158966064453,-122.2727508544922,9
A5068935138,I4210120115,1,Robert Bosch (United States),https://ror.org/02venad53,US,Farmington Hills,,42.48530960083008,-83.37715911865234,1
A5068955789,I1326498283,1,Institut national de recherche en informatique et en automatique,https://ror.org/02kvxyf05,FR,Le Chesnay-Rocquencourt,,48.820499420166016,2.1310999393463135,14
A5068965681,I200576644,1,HRL Laboratories (United States),https://ror.org/05p7te762,US,Malibu,,34.0257682800293,-118.78040313720705,11
A5068987191,I3019423309,1,Fraunhofer Institute for Computer Graphics Research,https://ror.org/04gmsar03,DE,Darmstadt,,49.87434768676758,8.65952205657959,6
A5068995314,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5069003426,I95793202,1,Otto-von-Guericke University Magdeburg,https://ror.org/00ggpsq73,DE,Magdeburg,,52.12773132324219,11.629159927368164,6
A5069020320,I176453806,1,University of Potsdam,https://ror.org/03bnmw459,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5069045598,I4210137873,1,Fraunhofer Institute for Digital Medicine,https://ror.org/04farme71,DE,Bremen,,53.101097106933594,8.858412742614746,6
A5069058817,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5069061531,I1282311441,3,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5069073490,I1174212,1,University of Southern California,https://ror.org/03taz7m60,US,Los Angeles,,34.05223083496094,-118.24368286132812,11
A5069089076,I2800403580,1,University of Minnesota System,https://ror.org/03grvy078,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5069091804,I204778367,1,Norwegian University of Science and Technology,https://ror.org/05xg72x27,NO,Trondheim,,63.43048858642578,10.395059585571287,-1
A5069122334,I1290206253,1,Microsoft (United States),https://ror.org/00d0nc645,US,Redmond,,47.67398834228515,-122.12151336669922,3
A5069124257,I4210109712,3,Max Planck Institute for Informatics,https://ror.org/01w19ak89,DE,Saarbrücken,,49.25777816772461,7.04555606842041,6
A5069141892,I30809798,1,ShanghaiTech University,https://ror.org/030bhh786,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5069151044,I97429440,1,University of Wales,https://ror.org/01se4f844,GB,Cardiff,,51.47999954223633,-3.180000066757202,6
A5069169190,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5069201086,I121934306,1,Tufts University,https://ror.org/05wvpxv85,US,Medford,,42.41843032836914,-71.10616302490234,1
A5069204507,I59553526,2,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5069231162,I114832834,1,Tulane University,https://ror.org/04vmvtb21,US,New Orleans,,29.95465087890625,-90.0750732421875,1
A5069232944,I124055696,2,University of Copenhagen,https://ror.org/035b05819,DK,Copenhagen,,55.67594146728515,12.565529823303224,6
A5069237103,I39470171,1,University of Ontario Institute of Technology,https://ror.org/016zre027,CA,Oshawa,Ontario,43.944847106933594,-78.8917007446289,1
A5069238142,I212119943,1,University of Victoria,https://ror.org/04s5mat29,CA,Victoria,,48.4359016418457,-123.35154724121094,3
A5069258780,I201448701,1,University of Washington,https://ror.org/00cvxb145,US,Seattle,,47.60620880126953,-122.33206939697266,3
A5069276789,I84218800,2,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5069345038,I141945490,1,University of British Columbia,https://ror.org/03rmrcq20,CA,Vancouver,,49.24966049194336,-123.1193389892578,3
A5069353502,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5069354316,I151746483,1,University of Waterloo,https://ror.org/01aff2v68,CA,Waterloo,,43.466800689697266,-80.51638793945312,1
A5069361331,I200769079,1,Hong Kong University of Science and Technology,https://ror.org/00q4vv597,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5069363449,I205237279,1,Nankai University,https://ror.org/01y1kjr75,CN,Tianjin,,39.14221954345703,117.17666625976562,7
A5069364285,I145847075,2,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5069370648,I205783295,1,Cornell University,https://ror.org/05bnh6r87,US,Ithaca,,42.44063186645508,-76.49661254882812,1
A5069394495,I2801240577,1,Building and Construction Authority,https://ror.org/036ve4657,SG,Singapore,,1.2787729501724243,103.8459701538086,10
A5069422375,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5069428198,I145847075,2,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5069432916,I66946132,1,"University of Maryland, College Park",https://ror.org/047s2c258,US,College Park,,38.98067092895508,-76.93692016601562,1
A5069438601,I154130895,1,University of Auckland,https://ror.org/03b94tp07,NZ,Auckland,,-36.84852981567383,174.76348876953125,55
A5069465197,I181369854,1,Friedrich-Alexander-Universität Erlangen-Nürnberg,https://ror.org/00f7hpc57,DE,Erlangen,,49.59098815917969,11.007829666137695,6
A5069520656,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5069553149,I1316535847,1,Beth Israel Deaconess Medical Center,https://ror.org/04drvxt59,US,Boston,Massachusetts,42.339786529541016,-71.10518646240234,1
A5069561569,I3018083178,2,Institut de Recherche Technologique SystemX,https://ror.org/03crmsn52,FR,Palaiseau,,48.71828079223633,2.249799966812134,14
A5069573218,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5069593762,I173498003,2,Palo Alto Research Center,https://ror.org/0529fxt39,US,Palo Alto,California,37.40271759033203,-122.1479949951172,9
A5069593831,I165779595,1,University of Melbourne,https://ror.org/01ej9dk98,AU,Melbourne,,-37.81399917602539,144.96331787109375,12
A5069605631,I2801851002,1,Harvard University Press,https://ror.org/006v7bf86,US,Cambridge,Massachusetts,42.38301467895508,-71.12705993652344,1
A5069607494,I4210164736,1,Cajal Neuroscience (United States),https://ror.org/05pdc0q70,US,Seattle,Washington,47.63436126708984,-122.3267593383789,3
A5069623056,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5069671253,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5069672953,I175594653,1,John Brown University,https://ror.org/02ct41q97,US,Siloam Springs,Arkansas,36.189998626708984,-94.55860900878906,37
A5069699303,I94509681,1,Technische Universität Braunschweig,https://ror.org/010nsgg66,DE,Braunschweig,,52.26594161987305,10.526729583740234,6
A5069708834,I4210152878,1,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,https://ror.org/04z8jg394,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5069713271,I4210155092,1,"Czech Academy of Sciences, Institute of Computer Science",https://ror.org/0496n6574,CZ,Prague,,50.08803939819336,14.42076015472412,6
A5069735203,I4210114521,1,Fluent (United States),https://ror.org/01qdnge68,US,New York,New York,40.70362854003906,-74.01290130615234,1
A5069793576,I142606810,2,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5069796262,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5069800147,I1343190059,1,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5069807913,I78650965,1,TU Dresden,https://ror.org/042aqky30,DE,Dresden,,51.0508918762207,13.738320350646973,6
A5069812590,I166416128,1,DEVCOM Army Research Laboratory,https://ror.org/011hc8f90,US,Adelphi,,39.003170013427734,-76.97191619873047,1
A5069832903,I114832834,1,Tulane University,https://ror.org/04vmvtb21,US,New Orleans,,29.95465087890625,-90.0750732421875,1
A5069843101,I138689650,1,University of Padua,https://ror.org/00240q980,IT,Padua,,45.4079704284668,11.885860443115234,6
A5069853790,I859038795,2,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5069861564,I22299242,1,Kyoto University,https://ror.org/02kpeqv85,JP,Kyoto,,35.02106857299805,135.75384521484375,56
A5069865106,I30809798,1,ShanghaiTech University,https://ror.org/030bhh786,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5069869295,I183067930,1,Shanghai Jiao Tong University,https://ror.org/0220qvk04,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5069909173,I2802946424,1,Johns Hopkins University Applied Physics Laboratory,https://ror.org/029pp9z10,US,North Laurel,,39.13899993896485,-76.87052917480469,1
A5069909357,I57201433,1,Università della Svizzera italiana,https://ror.org/03c4atk17,CH,Lugano,,46.01007843017578,8.960040092468262,6
A5069923620,I130701444,6,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5069933095,I55732556,1,Arizona State University,https://ror.org/03efmqc40,US,Tempe,,33.41476821899414,-111.90930938720705,28
A5069933365,I116953780,2,Tongji University,https://ror.org/03rc6as71,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5069939725,I102134673,3,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5069939821,I4210104735,1,Sandia National Laboratories,https://ror.org/01apwpt12,US,Albuquerque,,35.08449172973633,-106.65113830566406,19
A5069974313,I1343871089,4,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5069999967,I170897317,3,Duke University,https://ror.org/00py81415,US,Durham,,35.9940299987793,-78.89862060546875,1
A5070010340,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5070017368,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5070054672,I2802928900,1,Academic Medical Center,https://ror.org/03t4gr691,NL,Amsterdam,,52.37403106689453,4.889689922332764,6
A5070061774,I201448701,3,University of Washington,https://ror.org/00cvxb145,US,Seattle,,47.60620880126953,-122.33206939697266,3
A5070075266,I66867065,1,East China Normal University,https://ror.org/02n96ep67,CN,Shanghai,,31.22221946716309,121.45806121826172,8
A5070100758,I57206974,1,New York University,https://ror.org/0190ak572,US,New York,,40.71427154541016,-74.00596618652344,1
A5070138738,I118347636,1,Australian National University,https://ror.org/019wvm592,AU,Canberra,,-35.2834587097168,149.12806701660156,15
A5070145454,I4210086933,1,NYU Langone Health,https://ror.org/005dvqh91,US,New York,,40.71427154541016,-74.00596618652344,1
A5070145952,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5070162998,I56590836,3,Monash University,https://ror.org/02bfwt286,AU,Melbourne,,-37.81399917602539,144.96331787109375,12
A5070181158,I4210145761,1,Shenzhen Institutes of Advanced Technology,https://ror.org/04gh4er46,CN,Shenzhen,,22.54553985595703,114.06829833984376,5
A5070188725,I4210113369,1,Microsoft Research Asia (China),https://ror.org/0300m5276,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5070235827,I1343180700,1,Intel (United States),https://ror.org/01ek73717,US,Santa Clara,,37.35411071777344,-121.95523834228516,9
A5070284079,I170239107,2,University of South Australia,https://ror.org/01p93h210,AU,Adelaide,,-34.92866134643555,138.5986328125,-1
A5070293533,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5070297369,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5070324349,I170201317,1,University of Pittsburgh,https://ror.org/01an3r305,US,Pittsburgh,,40.44062042236328,-79.99588775634766,1
A5070355275,I100066346,2,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5070362915,I131328143,1,Union Bank of Switzerland,https://ror.org/01ekk8h85,CH,Zurich,,47.366668701171875,8.550000190734863,6
A5070375205,I99065089,1,Tsinghua University,https://ror.org/03cve4549,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5070417318,I125749732,1,Western University,https://ror.org/02grkyz14,CA,London,,42.98339080810547,-81.23303985595703,1
A5070420968,I219193219,1,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5070422569,I21449261,1,Masaryk University,https://ror.org/02j46qs45,CZ,Brno,,49.195220947265625,16.607959747314453,6
A5070424474,I66946132,1,"University of Maryland, College Park",https://ror.org/047s2c258,US,College Park,,38.98067092895508,-76.93692016601562,1
A5070427400,I153267046,2,University of Kaiserslautern,https://ror.org/04zrf7b53,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5070461768,I200769079,1,Hong Kong University of Science and Technology,https://ror.org/00q4vv597,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5070470137,I4210122731,1,Digital Wave (United States),https://ror.org/02t3fqk56,US,Centennial,Colorado,39.59778594970703,-104.83718872070312,22
A5070473813,I19894307,1,Université de Montpellier,https://ror.org/051escj72,FR,Montpellier,,43.610931396484375,3.876349925994873,6
A5070476541,I205783295,1,Cornell University,https://ror.org/05bnh6r87,US,Ithaca,,42.44063186645508,-76.49661254882812,1
A5070488104,I223464139,1,Linnaeus University,https://ror.org/00j9qag85,SE,Vaxjo,,56.87767028808594,14.809060096740724,6
A5070532363,I1288214837,1,United States Naval Research Laboratory,https://ror.org/04d23a975,US,Washington,,38.895111083984375,-77.03636932373047,1
A5070551319,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5070554434,I76835614,1,University of Missouri,https://ror.org/02ymw8z06,US,Columbia,,38.95170974731445,-92.33406829833984,42
A5070589478,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5070654925,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5070656779,I130238516,1,University of Minnesota,https://ror.org/017zqws13,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5070664464,I219193219,1,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5070664467,I53964585,1,Weizmann Institute of Science,https://ror.org/0316ej306,IL,Rehovot,,31.894210815429688,34.811988830566406,26
A5070670810,I59553526,20,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5070679434,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5070684680,I887064364,6,University of Amsterdam,https://ror.org/04dkp9463,NL,Amsterdam,,52.37403106689453,4.889689922332764,6
A5070761053,I98677209,1,University of Edinburgh,https://ror.org/01nrxwf90,GB,Edinburgh,,55.95206069946289,-3.1964800357818604,6
A5070772234,I3019423309,1,Fraunhofer Institute for Computer Graphics Research,https://ror.org/04gmsar03,DE,Darmstadt,,49.87434768676758,8.65952205657959,6
A5070786820,I202697423,1,University of Zurich,https://ror.org/02crff812,CH,Zurich,,47.366668701171875,8.550000190734863,6
A5070786833,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5070809474,I2898391981,1,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),https://ror.org/04bwf3e34,DE,Cologne,,50.93333053588867,6.949999809265137,6
A5070883643,I199693650,1,Umm al-Qura University,https://ror.org/01xjqrm90,SA,Makkah al Mukarramah,,21.320375442504883,39.96794891357422,30
A5070909977,I1322731696,1,Centraal Bureau voor de Statistiek,https://ror.org/0408v4c28,NL,The Hague,,52.0766716003418,4.298610210418701,6
A5070927396,I39586589,1,Swansea University,https://ror.org/053fq8t95,GB,Swansea,,51.62078857421875,-3.943229913711548,6
A5070956346,I138006243,5,University of Arizona,https://ror.org/03m2x1q45,US,Tucson,,32.22174072265625,-110.92648315429688,28
