institution_id,display_name,country_name,world_region,total
I4210165024,Institute of Infection and Immunity,Canada,Americas,0.0
I4210164942,Allen Institute for Cell Science,United States,Americas,0.0
I4210160527,University of California Davis Medical Center,United States,Americas,0.0
I4210160447,Universidad de Londres,Mexico,Americas,0.0
I4210160384,Institute of Biomedical Science,United Kingdom,Europe,0.0
I4210153148,CFD Research Corporation (United States),United States,Americas,0.0
I4210155092,"Czech Academy of Sciences, Institute of Computer Science",Czechia,,0.0
I4210154378,Informa (United Kingdom),United Kingdom,Europe,0.0
I4210153902,Siemens Healthcare (Germany),Germany,Europe,0.0
I4210153694,Rho (United States),United States,Americas,0.0
I4210153395,Agfa-Gevaert (Canada),Canada,Americas,0.0
I4210153212,Noah's Path,Spain,Europe,0.0
I4210153043,Duke University Hospital,United States,Americas,0.0
I4210155419,Center for Systems Biology,United States,Americas,0.0
I4210152878,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,Germany,Europe,0.0
I4210152422,Université Toulouse - Jean Jaurès,France,Europe,0.0
I4210152224,Heinz Nixdorf Stiftung,Germany,Europe,0.0
I4210151956,Robert Bosch (India),India,Asia,0.0
I4210151938,Eye Institute of Utah,United States,Americas,0.0
I4210151791,Genomics (United Kingdom),United Kingdom,Europe,0.0
I4210155236,National Research Council,Italy,Europe,0.0
I4210156081,Tech-X Corporation (United States),United States,Americas,0.0
I4210160189,Institut Polytechnique de Bordeaux,France,Europe,0.0
I4210158984,National Supercomputing Center in Wuxi,China,Asia,0.0
I4210159895,Imagination Computer Services (Austria),Austria,Europe,0.0
I4210159854,Max Planck Institute of Molecular Cell Biology and Genetics,Germany,Europe,0.0
I4210159731,Laboratoire de Recherche en Informatique de Paris 6,France,Europe,0.0
I4210159476,Science and Technology Corporation (United States),United States,Americas,0.0
I4210159266,Mitsubishi Electric (United States),United States,Americas,0.0
I4210159102,Huawei Technologies (Sweden),Sweden,Europe,0.0
I4210158876,Marinus Pharmaceuticals (United States),United States,Americas,0.0
I4210156221,Allen Institute for Artificial Intelligence,United States,Americas,0.0
I4210158342,Intel (United Kingdom),United Kingdom,Europe,0.0
I4210158283,Institute of Geography of the Slovak Academy of Sciences,Slovakia,Europe,0.0
I4210156936,IBM Research - Austin,United States,Americas,0.0
I4210156768,BMW Group (Germany),Germany,Europe,0.0
I4210156583,Laboratoire d'Informatique de Paris-Nord,France,Europe,0.0
I4210156517,Sandia Research (United States),United States,Americas,0.0
I43579087,University of Wisconsin–Milwaukee,United States,Americas,0.0
I4387152369,"Laboratoire en Innovation, Technologies, Economie et Management",,,0.0
I4387152675,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,,,0.0
I5124864,École Polytechnique Fédérale de Lausanne,Switzerland,Europe,0.0
I52099693,University of York,United Kingdom,Europe,0.0
I51783024,Brandenburg University of Technology Cottbus-Senftenberg,Germany,Europe,0.0
I51556381,University of Virginia,United States,Americas,0.0
I51532219,University of Lincoln,United Kingdom,Europe,0.0
I51441396,Bauhaus-Universität Weimar,Germany,Europe,0.0
I51342185,Minneapolis College of Art and Design,United States,Americas,0.0
I50760025,Hangzhou Dianzi University,China,Asia,0.0
I52669646,Western Washington University,United States,Americas,0.0
I5023651,McGill University,Canada,Americas,0.0
I49324905,Equinor (Norway),Norway,Europe,0.0
I4923324,Fraunhofer Society,Germany,Europe,0.0
I48566637,Ulsan National Institute of Science and Technology,"Korea, Republic of",,0.0
I48071105,Anstalt für Verbrennungskraftmaschinen List,Austria,Europe,0.0
I47720641,Huazhong University of Science and Technology,China,Asia,0.0
I52357470,The Ohio State University,United States,Americas,0.0
I5343935,Guilin University of Electronic Technology,China,Asia,0.0
I47431100,Dassault Systèmes (France),France,Europe,0.0
I56858762,Universidad Nacional del Sur,Argentina,Americas,0.0
I592451,Indiana University,United States,Americas,0.0
I59105498,Swisscom (Switzerland),Switzerland,Europe,0.0
I58610484,Seattle University,United States,Americas,0.0
I57664883,Ajou University,"Korea, Republic of",,0.0
I57206974,New York University,United States,Americas,0.0
I57201433,Università della Svizzera italiana,Switzerland,Europe,0.0
I56590836,Monash University,Australia,Oceania,0.0
I53964585,Weizmann Institute of Science,Israel,Asia,0.0
I5593406,Universitat Ramon Llull,Spain,Europe,0.0
I55769427,Indiana University – Purdue University Indianapolis,United States,Americas,0.0
I55732556,Arizona State University,United States,Americas,0.0
I55712492,Zhejiang University of Technology,China,Asia,0.0
I5561750,University of Bari Aldo Moro,Italy,Europe,0.0
I55538621,China Jiliang University,China,Asia,0.0
I47508984,Imperial College London,United Kingdom,Europe,0.0
I47301684,Illinois State University,United States,Americas,0.0
I4387153087,Mathématiques et Informatique Appliquées,,,0.0
I4389425429,U.S. Army Corp of Engineers Waterways Experiment Station,,,0.0
I4394709130,Indiana University School of Medicine,,,0.0
I4391767926,CSCS - Swiss National Supercomputing Centre,,,0.0
I4391767840,Texas A&M Engineering Experiment Station,,,0.0
I4390039371,Solutions Inc. (Japan),,,0.0
I4390039265,PRG S&Tech (South Korea),,,0.0
I4389425457,Institut des Sciences du Calcul et des Données,,,0.0
I4388891828,Texas Advanced Computing Center,,,0.0
I4399598381,Samsung Advanced Institute of Technology (South Korea),,,0.0
I4388482754,Naval Research Laboratory Laboratories for Computational Physics & Fluid Dynamics,,,0.0
I4388482740,Georgia Tech Research Institute,,,0.0
I4388446366,Indiana University Indianapolis,,,0.0
I4387154582,Centre Émile Durkheim,,,0.0
I4387153937,Universität Koblenz,,,0.0
I4387153702,Interdisciplinarité dans les Etudes Anglophones,,,0.0
I4399598377,Institute of Science and Technology,,,0.0
I4400600974,Novartis Institutes for BioMedical Research,,,0.0
I4665924,University of Rostock,Germany,Europe,0.0
I45129253,University College London,United Kingdom,Europe,0.0
I46247651,University of Manitoba,Canada,Americas,0.0
I46020346,American Institute of Aeronautics and Astronautics,United States,Americas,0.0
I45928872,Alibaba Group (China),China,Asia,0.0
I4577782,Technische Universität Berlin,Germany,Europe,0.0
I4576418,University of Technology Malaysia,Malaysia,Asia,0.0
I45438204,The University of Texas at San Antonio,United States,Americas,0.0
I44896327,Mitre (United States),United States,Americas,0.0
I4401726748,V.F. Corporation (United States),,,0.0
I44854399,University of Southern Mississippi,United States,Americas,0.0
I44504214,Czech Technical University in Prague,Czechia,,0.0
I44461941,University of Houston,United States,Americas,0.0
I4432739,University of Bergen,Norway,Europe,0.0
I44202434,Fundação Getulio Vargas,Brazil,Americas,0.0
I4401726859,Kuaishou (China),,,0.0
I30809798,ShanghaiTech University,China,Asia,0.0
I3019586173,National Jewish Health,United States,Americas,0.0
I100066346,University of Stuttgart,Germany,Europe,0.0
I138285227,Agilent Technologies (United States),United States,Americas,0.0
I1343180700,Intel (United States),United States,Americas,0.0
I1342911587,Oracle (United States),United States,Americas,0.0
I134235054,Sabancı Üniversitesi,Türkiye,,0.0
I1341640284,Centrum Wiskunde & Informatica,Netherlands,Europe,0.0
I134161618,National Taiwan Normal University,"Taiwan, Province of China",,0.0
I1341412227,IBM (United States),United States,Americas,0.0
I134113660,"University of Nevada, Reno",United States,Americas,0.0
I13402291,Joanneum Research,Austria,Europe,0.0
I133836048,Royal Veterinary College,United Kingdom,Europe,0.0
I1338135719,Centre for Addiction and Mental Health,Canada,Americas,0.0
I1338124936,American Museum of Natural History,United States,Americas,0.0
I133738476,University of Massachusetts Lowell,United States,Americas,0.0
I133731052,University of Helsinki,Finland,Europe,0.0
I133543626,Harvey Mudd College,United States,Americas,0.0
I1334627681,Jet Propulsion Laboratory,United States,Americas,0.0
I1343190059,VRVis GmbH (Austria),Austria,Europe,0.0
I1343551460,The University of Texas MD Anderson Cancer Center,United States,Americas,0.0
I1343871089,Los Alamos National Laboratory,United States,Americas,0.0
I137230718,Ingenieurgesellschaft Auto und Verkehr (Germany),Germany,Europe,0.0
I13805885,Vaughn College of Aeronautics and Technology,United States,Americas,0.0
I138006243,University of Arizona,United States,Americas,0.0
I137975476,Shinshu University,Japan,Asia,0.0
I137902535,North Carolina State University,United States,Americas,0.0
I137479271,Helmholtz Centre for Environmental Research,Germany,Europe,0.0
I137265193,University of Chester,United Kingdom,Europe,0.0
I136199984,Harvard University,United States,Americas,0.0
I1344073410,Howard Hughes Medical Institute,United States,Americas,0.0
I135598925,Kyushu University,Japan,Asia,0.0
I135310074,University of Wisconsin–Madison,United States,Americas,0.0
I135191193,University of Indianapolis,United States,Americas,0.0
I135140700,University of Bonn,Germany,Europe,0.0
I134560555,Université Toulouse III - Paul Sabatier,France,Europe,0.0
I134446601,Berkeley College,United States,Americas,0.0
I1333535994,University of North Carolina Health Care,United States,Americas,0.0
I1333198813,Bundeskriminalamt,Germany,Europe,0.0
I1332737386,General Electric (United States),United States,Americas,0.0
I1311688040,Amazon (United States),United States,Americas,0.0
I1316535847,Beth Israel Deaconess Medical Center,United States,Americas,0.0
I1314135232,Nationwide Children's Hospital,United States,Americas,0.0
I1313416372,US Forest Service,United States,Americas,0.0
I131328143,Union Bank of Switzerland,Switzerland,Europe,0.0
I131249849,Oregon State University,United States,Americas,0.0
I131221577,Bucknell University,United States,Americas,0.0
I1310439424,Accenture (Switzerland),Switzerland,Europe,0.0
I1316958739,California Air Resources Board,United States,Americas,0.0
I1308906816,NortonLifeLock (United States),United States,Americas,0.0
I130828816,University of Leeds,United Kingdom,Europe,0.0
I130769515,Pennsylvania State University,United States,Americas,0.0
I1307098950,Salk Institute for Biological Studies,United States,Americas,0.0
I130701444,Georgia Institute of Technology,United States,Americas,0.0
I1306490931,United States Army Corps of Engineers,United States,Americas,0.0
I1316902750,Cleveland Clinic,United States,Americas,0.0
I1319063186,Langley Research Center,United States,Americas,0.0
I1330347796,United States Department of Defense,United States,Americas,0.0
I1326498283,Institut national de recherche en informatique et en automatique,France,Europe,0.0
I132976966,Universität für Weiterbildung Krems,Austria,Europe,0.0
I1329325741,Philips (Finland),Finland,Europe,0.0
I1329219376,National Federation of the Blind,United States,Americas,0.0
I1328775524,Zhejiang Sci-Tech University,China,Asia,0.0
I1327237609,Ministry of Education of the People's Republic of China,China,Asia,0.0
I1327163397,State University of New York,United States,Americas,0.0
I1325886976,Siemens (Germany),Germany,Europe,0.0
I132118926,Austrian Institute of Technology,Austria,Europe,0.0
I1325784139,Yahoo (United Kingdom),United Kingdom,Europe,0.0
I1325736334,Battelle,United States,Americas,0.0
I1324840837,Hewlett-Packard (United States),United States,Americas,0.0
I1322731696,Centraal Bureau voor de Statistiek,Netherlands,Europe,0.0
I1321826891,eBay (Ireland),Ireland,Europe,0.0
I1321296531,National Institute of Standards and Technology,United States,Americas,0.0
I138211613,Austrian Academy of Sciences,Austria,Europe,0.0
I138801177,University of Ulster,United Kingdom,Europe,0.0
I3019423309,Fraunhofer Institute for Computer Graphics Research,Germany,Europe,0.0
I138898306,Reichman University,Israel,Asia,0.0
I153908563,Nortel (Canada),Canada,Americas,0.0
I153648349,University of Leicester,United Kingdom,Europe,0.0
I153512688,National Taiwan Ocean University,"Taiwan, Province of China",,0.0
I153327471,Bunkyo University,Japan,Asia,0.0
I153267046,University of Kaiserslautern,Germany,Europe,0.0
I15196421,University of Applied Sciences and Arts of Southern Switzerland,Switzerland,Europe,0.0
I151746483,University of Waterloo,Canada,Americas,0.0
I151727225,Harbin Engineering University,China,Asia,0.0
I151201029,Consejo Nacional de Investigaciones Científicas y Técnicas,Argentina,Americas,0.0
I150653062,Magna International (Germany),Germany,Europe,0.0
I15057530,Université de Bordeaux,France,Europe,0.0
I150569930,Bayer (United States),United States,Americas,0.0
I150468666,Emory University,United States,Americas,0.0
I150229711,University of Electronic Science and Technology of China,China,Asia,0.0
I150209017,Scripps Institution of Oceanography,United States,Americas,0.0
I154099455,Shandong University,China,Asia,0.0
I154130895,University of Auckland,New Zealand,Oceania,0.0
I154338468,University of Fribourg,Switzerland,Europe,0.0
I157556583,Institute of Science and Technology Austria,Austria,Europe,0.0
I16038530,Aberystwyth University,United Kingdom,Europe,0.0
I159176309,Universität Hamburg,Germany,Europe,0.0
I158842170,Chongqing University,China,Asia,0.0
I157773358,Sun Yat-sen University,China,Asia,0.0
I157725225,University of Illinois Urbana-Champaign,United States,Americas,0.0
I15766117,University of Graz,Austria,Europe,0.0
I157485424,Korea Advanced Institute of Science and Technology,"Korea, Republic of",,0.0
I154425047,University of Alberta,Canada,Americas,0.0
I156087764,"University of California, Merced",United States,Americas,0.0
I155781252,University of South Carolina,United States,Americas,0.0
I155173764,Rochester Institute of Technology,United States,Americas,0.0
I155093810,University of Idaho,United States,Americas,0.0
I154986956,European Centre for Medium-Range Weather Forecasts,United Kingdom,Europe,0.0
I154570441,"University of California, Santa Barbara",United States,Americas,0.0
I149910238,Kent State University,United States,Americas,0.0
I149899117,Max Planck Society,Germany,Europe,0.0
I149768937,University of Namur,Belgium,Europe,0.0
I141472210,University of Alaska Fairbanks,United States,Americas,0.0
I14243506,Hong Kong Polytechnic University,Hong Kong,Asia,0.0
I142263535,University of Nottingham,United Kingdom,Europe,0.0
I142108993,Southwest University,China,Asia,0.0
I141945490,University of British Columbia,Canada,Americas,0.0
I141720752,Davidson College,United States,Americas,0.0
I141591182,University of Aizu,Japan,Asia,0.0
I141371507,Soongsil University,"Korea, Republic of",,0.0
I142606810,Pacific Northwest National Laboratory,United States,Americas,0.0
I139894009,University of Bradford,United Kingdom,Europe,0.0
I139660479,Central South University,China,Asia,0.0
I13955877,Bar-Ilan University,Israel,Asia,0.0
I139506611,Sciences Po Bordeaux,France,Europe,0.0
I139264467,Seoul National University,"Korea, Republic of",,0.0
I139084617,Hiroshima Institute of Technology,Japan,Asia,0.0
I142476485,École Polytechnique,France,Europe,0.0
I143288331,Hasso Plattner Institute,Germany,Europe,0.0
I148751991,Sogang University,"Korea, Republic of",,0.0
I145872427,Radboud University Nijmegen,Netherlands,Europe,0.0
I148366613,National Yang Ming Chiao Tung University,"Taiwan, Province of China",,0.0
I148283060,Lawrence Berkeley National Laboratory,United States,Americas,0.0
I147554453,University of Bedfordshire,United Kingdom,Europe,0.0
I146416000,University of Kansas,United States,Americas,0.0
I146399215,University of Tsukuba,Japan,Asia,0.0
I145894827,Indian Institute of Technology Kharagpur,India,Asia,0.0
I145847075,TU Wien,Austria,Europe,0.0
I143302722,University of Kentucky,United States,Americas,0.0
I145581781,Chongqing Technology and Business University,China,Asia,0.0
I145311948,Johns Hopkins University,United States,Americas,0.0
I144889574,Université de Pau et des Pays de l'Adour,France,Europe,0.0
I143910747,TH Bingen University of Applied Sciences,Germany,Europe,0.0
I143804889,Loughborough University,United Kingdom,Europe,0.0
I143379178,FZI Research Center for Information Technology,Germany,Europe,0.0
I1306430637,St. Vincent's Birmingham,United States,Americas,0.0
I1306409833,Adobe Systems (United States),United States,Americas,0.0
I1306266525,Goddard Space Flight Center,United States,Americas,0.0
I1305444813,Capital One (United States),United States,Americas,0.0
I118118575,New Jersey Institute of Technology,United States,Americas,0.0
I118019719,Roche (Switzerland),Switzerland,Europe,0.0
I1174212,University of Southern California,United States,Americas,0.0
I116953780,Tongji University,China,Asia,0.0
I11662577,Monash University Malaysia,Malaysia,Asia,0.0
I115752224,University of Insubria,Italy,Europe,0.0
I114832834,Tulane University,United States,Americas,0.0
I114457229,University of Geneva,Switzerland,Europe,0.0
I114395901,University of Nebraska–Lincoln,United States,Americas,0.0
I114073160,Sutter Health,United States,Americas,0.0
I114027177,University of North Carolina at Chapel Hill,United States,Americas,0.0
I114017466,University of Technology Sydney,Australia,Oceania,0.0
I113979032,Twitter (United States),United States,Americas,0.0
I113508548,Albany State University,United States,Americas,0.0
I112756935,Mannheim University of Applied Sciences,Germany,Europe,0.0
I118347636,Australian National University,Australia,Oceania,0.0
I118353179,DePaul University,United States,Americas,0.0
I118501908,National Research University Higher School of Economics,Russian Federation,Europe,0.0
I121797337,Leiden University,Netherlands,Europe,0.0
I122411786,California Institute of Technology,United States,Americas,0.0
I122140584,Universidade Federal do Rio de Janeiro,Brazil,Americas,0.0
I121980950,Utah State University,United States,Americas,0.0
I121934306,Tufts University,United States,Americas,0.0
I121883995,Johannes Kepler University of Linz,Austria,Europe,0.0
I121820613,Louisiana State University,United States,Americas,0.0
I121748325,Universidad Complutense de Madrid,Spain,Europe,0.0
I118564535,University of Bern,Switzerland,Europe,0.0
I12097938,West Virginia University,United States,Americas,0.0
I120250893,New York University Abu Dhabi,United Arab Emirates,Asia,0.0
I119888943,Gonzaga University,United States,Americas,0.0
I11957088,Michigan Technological University,United States,Americas,0.0
I119003972,Roma Tre University,Italy,Europe,0.0
I118692353,University of Science and Technology,Yemen,Asia,0.0
I112260969,Ontario Institute for Cancer Research,Canada,Americas,0.0
I111979921,Northwestern University,United States,Americas,0.0
I1118541,University of East Anglia,United Kingdom,Europe,0.0
I102197404,Université Paris-Sud,France,Europe,0.0
I103406327,Western Carolina University,United States,Americas,0.0
I103163165,Florida State University,United States,Americas,0.0
I102520234,TH Köln - University of Applied Sciences,Germany,Europe,0.0
I102502594,Northern Illinois University,United States,Americas,0.0
I102335020,Karlsruhe Institute of Technology,Germany,Europe,0.0
I102322142,"Rutgers, The State University of New Jersey",United States,Americas,0.0
I102149020,University of North Carolina at Charlotte,United States,Americas,0.0
I104914703,Université du Québec à Chicoutimi,Canada,Americas,0.0
I102134673,Linköping University,Sweden,Europe,0.0
I100930933,University College Dublin,Ireland,Europe,0.0
I100633361,University of Massachusetts Dartmouth,United States,Americas,0.0
I100621029,Bank of America,United States,Americas,0.0
I100532134,Université Claude Bernard Lyon 1,France,Europe,0.0
I100296615,École Nationale de l’Aviation Civile,France,Europe,0.0
I103531236,Boston College,United States,Americas,0.0
I106118109,Eötvös Loránd University,Hungary,Europe,0.0
I111483173,King University,United States,Americas,0.0
I108290504,University of Pisa,Italy,Europe,0.0
I111277659,Chonnam National University,"Korea, Republic of",,0.0
I111088046,Boston University,United States,Americas,0.0
I110378019,Southern Illinois University Carbondale,United States,Americas,0.0
I110152177,University of Akron,United States,Americas,0.0
I109935558,Ningbo University,China,Asia,0.0
I108464949,Center for Applied Special Technology,United States,Americas,0.0
I10824318,Universidade Federal de Ouro Preto,Brazil,Americas,0.0
I106165777,University of Central Florida,United States,Americas,0.0
I107766831,NSF National Center for Atmospheric Research,United States,Americas,0.0
I107639228,University of Notre Dame,United States,Americas,0.0
I107606265,Broad Institute,United States,Americas,0.0
I107371206,Federal Institute of São Paulo,Brazil,Americas,0.0
I107257983,Darmstadt University of Applied Sciences,Germany,Europe,0.0
I107077323,Worcester Polytechnic Institute,United States,Americas,0.0
I122754148,SAS Institute (United States),United States,Americas,0.0
I122991210,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",Italy,Europe,0.0
I12315562,Texas Tech University,United States,Americas,0.0
I12912129,Northeastern University,United States,Americas,0.0
I1295339012,Boeing (United States),United States,Americas,0.0
I1294671590,Centre National de la Recherche Scientifique,France,Europe,0.0
I1294297726,Exploratorium,United States,Americas,0.0
I1292974536,Ford Motor Company (United States),United States,Americas,0.0
I1292875679,Commonwealth Scientific and Industrial Research Organisation,Australia,Oceania,0.0
I1291425158,Google (United States),United States,Americas,0.0
I1290206253,Microsoft (United States),United States,Americas,0.0
I129604602,University of Sydney,Australia,Oceania,0.0
I1289530486,BC Cancer Agency,Canada,Americas,0.0
I1289490764,Centers for Disease Control and Prevention,United States,Americas,0.0
I1289243028,Oak Ridge National Laboratory,United States,Americas,0.0
I1288882113,Boston Children's Hospital,United States,Americas,0.0
I1288783943,Bureau of Economic Analysis,United States,Americas,0.0
I1288214837,United States Naval Research Laboratory,United States,Americas,0.0
I1295801184,Netherlands Institute for Neuroscience,Netherlands,Europe,0.0
I1297288678,National Renewable Energy Laboratory,United States,Americas,0.0
I1287378978,University of British Columbia Hospital,Canada,Americas,0.0
I130238516,University of Minnesota,United States,Americas,0.0
I1305429384,JPMorgan Chase & Co (United States),United States,Americas,0.0
I130442723,Universidade Federal do Rio Grande do Sul,Brazil,Americas,0.0
I130440993,National Security Agency,United States,Americas,0.0
I1304256225,University of Wisconsin System,United States,Americas,0.0
I1304085615,Nvidia (United Kingdom),United Kingdom,Europe,0.0
I1303153112,European Bioinformatics Institute,United Kingdom,Europe,0.0
I1302368450,Environmental Protection Agency,United States,Americas,0.0
I129774422,University of Vienna,Austria,Europe,0.0
I1299907687,Bloomberg (United States),United States,Americas,0.0
I1299303238,National Institutes of Health,United States,Americas,0.0
I129902397,Dalhousie University,Canada,Americas,0.0
I1299022934,United States Department of Health and Human Services,United States,Americas,0.0
I1298353152,SRI International,United States,Americas,0.0
I1297991670,Southwest University of Science and Technology,China,Asia,0.0
I1287521167,Lockheed Martin (United States),United States,Americas,0.0
I1286959531,United Nations,United States,Americas,0.0
I123387679,Uppsala University,Sweden,Europe,0.0
I125749732,Western University,Canada,Americas,0.0
I126820664,Vassar College,United States,Americas,0.0
I126744593,"University of Maryland, Baltimore",United States,Americas,0.0
I126633494,University of Basrah,Iraq,Asia,0.0
I126533617,Alliant International University,United States,Americas,0.0
I126307644,University of Iowa,United States,Americas,0.0
I125839683,Beijing Institute of Technology,China,Asia,0.0
I124357947,University of London,United Kingdom,Europe,0.0
I127317711,Tokyo University of Agriculture,Japan,Asia,0.0
I124261462,Oxford Brookes University,United Kingdom,Europe,0.0
I124227911,Ben-Gurion University of the Negev,Israel,Asia,0.0
I124055696,University of Copenhagen,Denmark,Europe,0.0
I123900574,Pohang University of Science and Technology,"Korea, Republic of",,0.0
I12356871,Télécom Paris,France,Europe,0.0
I123431417,Scripps Research Institute,United States,Americas,0.0
I126863827,Pace University,United States,Americas,0.0
I127558574,DSM (Netherlands),Netherlands,Europe,0.0
I1286704778,Rutherford Appleton Laboratory,United Kingdom,Europe,0.0
I1283220839,Stuttgart Media University,Germany,Europe,0.0
I1286353243,Autodesk (United States),United States,Americas,0.0
I1286329397,United States Geological Survey,United States,Americas,0.0
I1283595831,Synlab Czech (Czechia),Czechia,,0.0
I1283582996,Novartis (Switzerland),Switzerland,Europe,0.0
I1283382300,BMW (Germany),Germany,Europe,0.0
I1283280774,Brigham and Women's Hospital,United States,Americas,0.0
I1283103587,AT&T (United States),United States,Americas,0.0
I1280414376,United States Air Force Research Laboratory,United States,Americas,0.0
I1282927834,Cedars-Sinai Medical Center,United States,Americas,0.0
I1282770075,Tektronix (United States),United States,Americas,0.0
I1282311441,Lawrence Livermore National Laboratory,United States,Americas,0.0
I1282113950,United States Department of Homeland Security,United States,Americas,0.0
I1282105669,Argonne National Laboratory,United States,Americas,0.0
I1280536761,Ames Research Center,United States,Americas,0.0
I161046081,University of Freiburg,Germany,Europe,0.0
I161057412,University of New Hampshire,United States,Americas,0.0
I161127581,Universidade Federal Fluminense,Brazil,Americas,0.0
I204512498,University of Macau,Macao,,0.0
I27837315,University of Michigan–Ann Arbor,United States,Americas,0.0
I27804330,Brown University,United States,Americas,0.0
I277688954,Université Paris-Saclay,France,Europe,0.0
I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,France,Europe,0.0
I2699952,Pontifical Catholic University of Rio de Janeiro,Brazil,Americas,0.0
I26538001,San Diego State University,United States,Americas,0.0
I265217849,IFP Énergies nouvelles,France,Europe,0.0
I26274970,FX Palo Alto Laboratory,United States,Americas,0.0
I2614128279,Dalle Molle Institute for Artificial Intelligence Research,Switzerland,Europe,0.0
I2613432,University of South Florida,United States,Americas,0.0
I26120043,Ochanomizu University,Japan,Asia,0.0
I25974101,University of Würzburg,Germany,Europe,0.0
I258800397,New York University Shanghai,China,Asia,0.0
I25485817,St. Pölten University of Applied Sciences,Austria,Europe,0.0
I2540865,Institut Français,France,Europe,0.0
I2799272722,Oulu University Hospital,Finland,Europe,0.0
I2799323385,Board of the Swiss Federal Institutes of Technology,Switzerland,Europe,0.0
I2799337515,Toronto Western Hospital,Canada,Americas,0.0
I2799853436,Johns Hopkins Medicine,United States,Americas,0.0
I2800093571,TD Bank,United States,Americas,0.0
I2800006345,Leiden University Medical Center,Netherlands,Europe,0.0
I2799980853,Korea University Medical Center,"Korea, Republic of",,0.0
I2799909505,Savannah River National Laboratory,United States,Americas,0.0
I2799891827,Korea Post,"Korea, Republic of",,0.0
I2799859273,Ostfalia University of Applied Sciences,Germany,Europe,0.0
I2799803557,Barcelona Supercomputing Center,Spain,Europe,0.0
I2799390153,Leeds Teaching Hospitals NHS Trust,United Kingdom,Europe,0.0
I2799802224,Fife Council,United Kingdom,Europe,0.0
I2799798094,UCLA Health,United States,Americas,0.0
I2799567181,Princeton Plasma Physics Laboratory,United States,Americas,0.0
I2799504096,New York Times,United States,Americas,0.0
I2799475292,Vancouver Hospital and Health Sciences Centre,Canada,Americas,0.0
I2799411422,Center for Discrete Mathematics and Theoretical Computer Science,United States,Americas,0.0
I251738,Edinburgh Napier University,United Kingdom,Europe,0.0
I251424209,University of Girona,Spain,Europe,0.0
I25112270,Universidade Federal de Pernambuco,Brazil,Americas,0.0
I205703379,Institut Mines-Télécom,France,Europe,0.0
I21449261,Masaryk University,Czechia,,0.0
I212119943,University of Victoria,Canada,Americas,0.0
I207624831,Slovak Academy of Sciences,Slovakia,Europe,0.0
I206945453,Paderborn University,Germany,Europe,0.0
I206895457,University of Siegen,Germany,Europe,0.0
I205783295,Cornell University,United States,Americas,0.0
I205640436,Curtin University,Australia,Oceania,0.0
I219193219,Purdue University West Lafayette,United States,Americas,0.0
I205237279,Nankai University,China,Asia,0.0
I204983213,Harbin Institute of Technology,China,Asia,0.0
I204824540,University of Wollongong,Australia,Oceania,0.0
I204778367,Norwegian University of Science and Technology,Norway,Europe,0.0
I204730241,Université Paris Cité,France,Europe,0.0
I204722609,Queen's University,Canada,Americas,0.0
I216852786,École Centrale Paris,France,Europe,0.0
I22248866,AgroParisTech,France,Europe,0.0
I24943067,Fudan University,China,Asia,0.0
I2252078561,Meta (Israel),Israel,Asia,0.0
I24603500,University of Massachusetts Amherst,United States,Americas,0.0
I243754102,Universidade Federal do Ceará,Brazil,Americas,0.0
I24185976,Sichuan University,China,Asia,0.0
I241749,University of Cambridge,United Kingdom,Europe,0.0
I23732399,Montana State University,United States,Americas,0.0
I231293419,China Academy of Art,China,Asia,0.0
I2250955327,Huawei Technologies (China),China,Asia,0.0
I22299242,Kyoto University,Japan,Asia,0.0
I2250653659,Tencent (China),China,Asia,0.0
I2250650973,Samsung (South Korea),"Korea, Republic of",,0.0
I22465464,University of Münster,Germany,Europe,0.0
I223822909,Heidelberg University,Germany,Europe,0.0
I223532165,University of Utah,United States,Americas,0.0
I223464139,Linnaeus University,Sweden,Europe,0.0
I2800129641,Great Ormond Street Hospital,United Kingdom,Europe,0.0
I2800235667,Kurchatov Institute,Russian Federation,Europe,0.0
I2800287464,State Administration of Cultural Heritage,China,Asia,0.0
I2802612298,The Wallace H. Coulter Department of Biomedical Engineering,United States,Americas,0.0
I2802964274,Interface (United States),United States,Americas,0.0
I2802946424,Johns Hopkins University Applied Physics Laboratory,United States,Americas,0.0
I2802928900,Academic Medical Center,Netherlands,Europe,0.0
I2802849423,University Medical Center,United States,Americas,0.0
I2802660506,United States Coast Guard,United States,Americas,0.0
I2802619606,Klinikum rechts der Isar,Germany,Europe,0.0
I2802536742,Florida Aquarium,United States,Americas,0.0
I2802999273,Wisconsin Institutes for Discovery,United States,Americas,0.0
I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,France,Europe,0.0
I2802487185,Université du littoral côte d'opale,France,Europe,0.0
I2802423016,WinnMed,United States,Americas,0.0
I2802384920,Stennis Space Center,United States,Americas,0.0
I2802259095,Energy Research Centre of the Netherlands,Netherlands,Europe,0.0
I2802236040,University of Colorado System,United States,Americas,0.0
I2802966293,Urban College of Boston,United States,Americas,0.0
I2803058125,Seoul National University Bundang Hospital,"Korea, Republic of",,0.0
